1995 SECTION,1995 TITLE,1995 LEVEL,2004 SECTION,2004 TITLE,2004 LEVEL
13610,Solar Flat Plate Collectors,3,48 14 13,Solar Energy Collectors,3
13620,Solar Concentrating Collectors,3,23 56 13.16,Heating Solar Concentrating Collectors,4
13620,Solar Concentrating Collectors,3,48 14 13,Solar Energy Collectors,3
13625,Solar Vacuum Tube Collectors,3,23 56 13.19,Heating Solar Vacuum-Tube Collectors,4
13625,Solar Vacuum Tube Collectors,3,48 14 13,Solar Energy Collectors,3
13630,Solar Absorber Plates or Tubing,4,23 56 00,Solar Energy Heating Equipment,2
13630,Solar Coatings and Surface   Treatment,4,23 56 00,Solar Energy Heating Equipment,2
13630,Solar Collector Components,3,48 14 13,Solar Energy Collectors,3
13630,Solar Collector Insulation,4,23 56 00,Solar Energy Heating Equipment,2
13630,Solar Glazings,4,23 56 00,Solar Energy Heating Equipment,2
13630,Solar Housing and Framing,4,23 56 00,Solar Energy Heating Equipment,2
13630,Solar Reflectors,4,23 56 00,Solar Energy Heating Equipment,2
13640,Packaged Solar Equipment,3,23 56 16,Packaged Solar Heating Equipment,3
13650,Photovoltaic Collectors,3,26 31 00,Photovoltaic Collectors,2
13660,Wind Energy Equipment,3,26 32 23,Wind Energy Equipment,3
13660,Wind Energy Equipment,3,48 15 00,Wind Energy Electrical Power Generation Equipment,2
13700,Door Answering,4,28 13 00,Access Control,2
13700,Intrusion Detection,4,28 16 00,Intrusion Detection,2
13700,Security Access,4,28 13 53,Security Access Detection,3
13700,SECURITY ACCESS AND SURVEILLANCE,2,28 10 00,Electronic Access Control and Intrusion Detection,2
13700,SECURITY ACCESS AND SURVEILLANCE,2,28 20 00,Electronic Surveillance,2
13700,Video Surveillance,4,28 23 00,Video Surveillance,2
13800,BUILDING AUTOMATION AND CONTROL,2,25 00 00,Integrated Automation,1
13800,Building Automation Lighting Control,4,25 56 00,Integrated Automation Control of Electrical Systems,2
13800,Clock Control,4,25 57 00,Integrated Automation Control of Communications Systems,2
13800,Door Control,4,25 58 00,Integrated Automation Control of Electronic Safety and Security Systems,2
13800,Elevator Monitoring and Control,4,25 52 00,Integrated Automation Control of Conveying Equipment,2
13800,Energy Monitoring and Control,4,25 55 00,Integrated Automation Control of HVAC,2
13800,Energy Monitoring and Control,4,25 56 00,Integrated Automation Control of Electrical Systems,2
13800,Environmental Control,4,25 55 00,Integrated Automation Control of HVAC,2
13800,Escalator and Moving Walks,4,25 52 00,Integrated Automation Control of Conveying Equipment,2
13850,DETECTION AND ALARM,2,28 30 00,Electronic Detection and Alarm,2
13850,Fire Alarm,4,28 31 00,Fire Detection and Alarm,2
13850,Gas Detection,4,28 33 00,Fuel-Gas Detection and Alarm,2
13850,Leak Detection,4,28 33 00,Fuel-Gas Detection and Alarm,2
13850,Leak Detection,4,28 34 00,Fuel-Oil Detection and Alarm,2
13850,Leak Detection,4,28 35 00,Refrigerant Detection and Alarm,2
13850,Smoke Alarm,4,28 31 46,Smoke Detection Sensors,3
13900,FIRE SUPPRESSION,2,21 00 00,Fire Suppression,1
13910,Basic Fire Suppression Materials and Methods,3,21 05 00,Common Work Results for Fire Suppression,2
13910,Hangers and Supports,4,21 05 29,Hangers and Supports for Fire-Suppression Piping and Equipment,3
13910,Pipe and Fittings,4,21 11 00,Facility Fire-Suppression Water-Service Piping,2
13910,Piping Specialties,4,21 11 00,Facility Fire-Suppression Water-Service Piping,2
13910,Valves,4,21 11 00,Facility Fire-Suppression Water-Service Piping,2
13920,Fire Pumps,3,21 30 00,Fire Pumps,2
13930,Wet-Pipe Fire Suppression Sprinklers,3,21 13 13,Wet-Pipe Sprinkler Systems,3
13935,Dry-Pipe Fire Suppression Sprinklers,3,21 13 16,Dry-Pipe Sprinkler Systems,3
13940,Pre-Action Fire Suppression Sprinklers,3,21 13 19,Preaction Sprinkler Systems,3
13945,Combination Dry-Pipe and Pre-Action Fire Suppression Sprinklers,3,21 13 23,Combined Dry-Pipe and Preaction Sprinkler Systems,3
13950,Deluge Fire Suppression Sprinklers,3,21 13 26,Deluge Fire-Suppression Sprinkler Systems,3
13955,Foam Fire Extinguishing,3,21 13 39,Foam-Water Systems,3
13960,Carbon Dioxide Fire Extinguishing,3,21 21 00,Carbon-Dioxide Fire-Extinguishing Systems,2
13965,Alternative Fire Extinguishing Systems,3,21 22 00,Clean-Agent Fire-Extinguishing Systems,2
13965,Halon Alternative,4,21 22 00,Clean-Agent Fire-Extinguishing Systems,2
13965,Water Mist,4,21 13 29,Water Spray Fixed Systems,3
13970,Dry Chemical Fire Extinguishing,3,21 24 00,Dry-Chemical Fire-Extinguishing Systems,2
13975,Standpipes and Hoses,3,21 12 00,Fire-Suppression Standpipes,2
13975,Standpipes and Hoses,3,21 12 13,Fire-Suppression Hoses and Nozzles,3
14000,CONVEYING SYSTEMS,1,14 00 00,Conveying Equipment,1
14100,DUMBWAITERS,2,14 10 00,Dumbwaiters,2
14110,Manual Dumbwaiters,3,14 11 00,Manual Dumbwaiters,2
14120,Electric Dumbwaiters,3,14 12 00,Electric Dumbwaiters,2
14140,Hydraulic Dumbwaiters,3,14 14 00,Hydraulic Dumbwaiters,2
14200,ELEVATORS,2,14 20 00,Elevators,2
14210,Electric Traction Elevators,3,14 21 00,Electric Traction Elevators,2
14210,Electric Traction Freight Elevators,4,14 21 13,Electric Traction Freight Elevators,3
14210,Electric Traction Passenger Elevators,4,14 21 23,Electric Traction Passenger Elevators,3
14210,Electric Traction Residential Elevators,4,14 21 33,Electric Traction Residential Elevators,3
14210,Electric Traction Service Elevators,4,14 21 43,Electric Traction Service Elevators,3
14240,Hydraulic Elevators,3,14 24 00,Hydraulic Elevators,2
14240,Hydraulic Freight Elevators,4,14 24 13,Hydraulic Freight Elevators,3
14240,Hydraulic Passenger Elevators,4,14 24 23,Hydraulic Passenger Elevators,3
14240,Hydraulic Residential Elevators,4,14 24 33,Hydraulic Residential Elevators,3
14240,Hydraulic Service Elevators,4,14 24 43,Hydraulic Service Elevators,3
14270,Cab Finishes,4,14 27 13,Custom Elevator Cab Finishes,3
14270,Custom Elevator Cabs,3,14 27 00,Custom Elevator Cabs,2
14280,Elevator Controls,4,14 28 16,Elevator Controls,3
14280,Elevator Doors,4,14 28 13,Elevator Doors,3
14280,Elevator Equipment and Controls,3,14 28 00,Elevator Equipment and Controls,2
14290,Elevator Renovation,3,14 01 20.71,Elevator Rehabilitation,4
14300,ESCALATORS AND MOVING WALKS,2,14 30 00,Escalators and Moving Walks,2
14400,LIFTS,2,14 40 00,Lifts,2
14410,Counterbalanced People Lifts,4,14 41 13,Counterbalanced People Lifts,3
14410,Endless Belt People Lifts,4,14 41 16,Endless-Belt People Lifts,3
14410,People Lifts,3,14 41 00,People Lifts,2
14420,Inclined Wheelchair Lifts,4,14 42 13,Inclined Wheelchair Lifts,3
14420,Vertical Wheelchair Lifts,4,14 42 16,Vertical Wheelchair Lifts,3
14420,Wheelchair Lifts,3,14 42 00,Wheelchair Lifts,2
14430,Orchestra Lifts,4,14 43 13,Orchestra Lifts,3
14430,Platform Lifts,3,14 43 00,Platform Lifts,2
14430,Stage Lifts,4,14 43 16,Stage Lifts,3
14440,Sidewalk Lifts,3,14 44 00,Sidewalk Lifts,2
14450,Vehicle Lifts,3,14 45 00,Vehicle Lifts,2
14500,MATERIAL HANDLING,2,41 10 00,Bulk Material Processing Equipment,2
14500,MATERIAL HANDLING,2,41 20 00,Piece Material Handling Equipment,2
14510,Guided Vehicle Material Handling,4,41 21 13,Automatic Guided Vehicle Systems,3
14510,Material Transport,3,41 00 00,Material Processing and Handling Equipment,2
14510,Track Vehicle Material Handling,4,41 24 39,Railcar Movers,3
14510,Track Vehicle Material Handling,4,41 64 00,Rail Vehicles,2
14530,Postal Conveying,3,41 21 23.53,Postal Conveyors,4
14540,Baggage Conveying and Dispensing,3,34 77 16.19,Baggage Conveying Equipment,4
14550,Belt Conveyors,4,41 12 13.19,Belt Bulk Material Conveyors,4
14550,Belt Conveyors,4,41 21 23.13,Belt Piece Material Conveyors,4
14550,Bucket Conveyors,4,41 12 16,Bucket Elevators,3
14550,Container Conveyors,4,41 12 13.23,Container Bulk Material Conveyors,4
14550,Container Conveyors,4,41 21 23.16,Container Piece Material Conveyors,4
14550,Conveyors,3,41 12 13,Bulk Material Conveyors,3
14550,Conveyors,3,41 21 23,Piece Material Conveyors,3
14550,Hopper and Track Conveyors,4,41 12 13.29,Hopper Bulk Material Conveyors,4
14550,Hopper and Track Conveyors,4,41 21 23.23,Hopper Piece Material Conveyors,4
14550,Monorail Conveyors,4,41 21 23.26,Monorail Piece Material Conveyors,4
14550,Oscillating Conveyors,4,41 12 13,Bulk Material Conveyors,3
14550,Oscillating Conveyors,4,41 21 23,Piece Material Conveyors,3
14550,Pneumatic Conveyors,4,41 12 19,Pneumatic Conveyors,3
14550,Roller Conveyors,4,41 21 23.36,Roller Piece Material Conveyors,4
14550,Scoop Conveyors,4,41 12 13,Bulk Material Conveyors,3
14550,Scoop Conveyors,4,41 21 23,Piece Material Conveyors,3
14550,Screw Conveyors,4,41 12 13.36,Screw Bulk Material Conveyors,4
14550,Selective Vertical Conveyors,4,41 12 13,Bulk Material Conveyors,3
14550,Selective Vertical Conveyors,4,41 21 23,Piece Material Conveyors,3
14560,Chutes,3,14 91 00,Facility Chutes,2
14560,Coal Chutes,4,14 91 13,Coal Chutes,3
14560,Dry Bulk Material Chutes,4,40 32 00,Bulk Materials Piping and Chutes,2
14560,Escape Chutes,4,14 91 23,Escape Chutes,3
14560,Laundry and Linen Chutes,4,14 91 33,Laundry and Linen Chutes,3
14560,Package Chutes,4,14 91 00,Facility Chutes,2
14560,Refuse Chutes,4,14 91 82,Trash Chutes,3
14570,Apron Feeders,4,41 13 23.16,Apron Bulk Material Feeders,4
14570,Feeder Equipment,3,41 13 00,Bulk Material Feeders,2
14570,Reciprocating Plate Feeders,4,41 13 23,Feeders,3
14570,Rotary Airlock Feeders,4,41 13 23.13,Airlock Bulk Material Feeders,3
14570,Rotary Flow Feeders,4,41 13 23,Feeders,3
14570,Vibratory Feeders,4,41 13 23.26,Vibratory Bulk Material Feeders,4
14580,Pneumatic Tube Systems,3,14 92 00,Pneumatic Tube Systems,2
14600,HOISTS AND CRANES,2,41 22 00,Cranes and Hoists,2
14605,Crane Rails,3,41 22 13,Cranes,3
14610,Air-Powered Fixed Hoists,4,41 22 23,Hoists,3
14610,Electric Fixed Hoists,4,41 22 23,Hoists,3
14610,Fixed Hoists,3,41 22 23,Hoists,3
14610,Manual Fixed Hoists,4,41 22 23,Hoists,3
14620,Air-Powered Trolley Hoists,4,41 22 23,Hoists,3
14620,Electric Trolley Hoists,4,41 22 23,Hoists,3
14620,Manual Trolley Hoists,4,41 22 23,Hoists,3
14620,Trolley Hoists,3,41 22 23,Hoists,3
14630,Bridge Cranes,3,41 22 13.13,Bridge Cranes,4
14630,Top-Running Overhead Cranes,4,41 22 13,Cranes,3
14630,Underslung Overhead Cranes,4,41 22 13,Cranes,3
14640,Gantry Cranes,3,41 22 13.16,Gantry Cranes,4
14650,Jib Cranes,3,41 22 13.19,Jib Cranes,4
14670,Tower Cranes,3,41 22 13.26,Tower Cranes,4
14680,Mobile Cranes,3,41 22 13.23,Mobile Cranes,4
14690,Derricks,3,41 22 33,Derricks,3
14700,TURNTABLES,2,14 70 00,Turntables,2
14800,SCAFFOLDING,2,14 80 00,Scaffolding,2
14810,Beam Scaffolding,4,14 81 13,Beam Scaffolding,3
14810,Carriage Scaffolding,4,14 81 16,Carriage Scaffolding,3
14810,Hook Scaffolding,4,14 81 19,Hook Scaffolding,3
14810,Suspended Scaffolding,3,14 81 00,Suspended Scaffolding,2
14820,Manual Rope Climbers,4,14 82 13,Manual Rope Climbers,3
14820,Powered Rope Climbers,4,14 82 16,Powered Rope Climbers,3
14820,Rope Climbers,3,14 82 00,Rope Climbers,2
14830,Electric and Battery Telescoping Platforms,4,14 83 13.13,Electric and Battery Telescoping Platform Lifts,4
14830,Pneumatic Telescoping Platforms,4,14 83 13.16,Pneumatic Telescoping Platform Lifts,4
14830,Telescoping Platforms,3,14 83 13,Telescoping Platform Lifts,3
14840,Powered Scaffolding,3,14 84 00,Powered Scaffolding,2
14900,TRANSPORTATION,2,34 00 00,Transportation,1
14910,People Movers,3,34 00 00,Transportation,1
14920,Monorails,3,34 12 00,Monorails,2
14930,Funiculars,3,34 13 00,Funiculars,2
14940,Aerial Tramways,3,34 14 13,Aerial Tramways,3
14950,Aircraft Passenger Loading,3,34 77 13,Passenger Loading Bridges,3
15000,MECHANICAL,1,21 00 00,Fire Suppression,1
15000,MECHANICAL,1,22 00 00,Plumbing,1
15000,MECHANICAL,1,23 00 00,"Heating, Ventilating, and Air Conditioning (HVAC)",1
15050,BASIC MECHANICAL MATERIALS AND METHODS,2,21 05 00,Common Work Results for Fire Suppression,2
15050,BASIC MECHANICAL MATERIALS AND METHODS,2,22 05 00,Common Work Results for Plumbing,2
15050,BASIC MECHANICAL MATERIALS AND METHODS,2,23 05 00,Common Work Results for HVAC,2
15060,Hangers and Supports,3,21 05 29,Hangers and Supports for Fire-Suppression Piping and Equipment,3
15060,Hangers and Supports,3,22 05 29,Hangers and Supports for Plumbing Piping and Equipment,3
15060,Hangers and Supports,3,23 05 29,Hangers and Supports for HVAC Piping and Equipment,3
15070,"Mechanical Sound, Vibration, and Seismic Control",3,21 05 48,Vibration and Seismic Controls for Fire-Suppression Piping and Equipment,3
15070,"Mechanical Sound, Vibration, and Seismic Control",3,22 05 48,Vibration and Seismic Controls for Plumbing Piping and Equipment,3
15070,"Mechanical Sound, Vibration, and Seismic Control",3,23 05 48,Vibration and Seismic Controls for HVAC Piping and Equipment,3
15075,Mechanical Identification,3,21 05 53,Identification for Fire-Suppression Piping and Equipment,3
15075,Mechanical Identification,3,22 05 53,Identification for Plumbing Piping and Equipment,3
15075,Mechanical Identification,3,23 05 53,Identification for HVAC Piping and Equipment,3
15080,Duct Insulation,4,23 07 13,Duct Insulation,3
15080,Equipment Insulation,4,21 07 16,Fire-Suppression Equipment Insulation,3
15080,Equipment Insulation,4,22 07 16,Plumbing Equipment Insulation,3
15080,Equipment Insulation,4,23 07 16,HVAC Equipment Insulation,3
15080,Mechanical Insulation,3,21 07 00,Fire Suppression Systems Insulation,2
15080,Mechanical Insulation,3,22 07 00,Plumbing Insulation,2
15080,Mechanical Insulation,3,23 07 00,HVAC Insulation,2
15080,Piping Insulation,4,21 07 19,Fire-Suppression Piping Insulation,3
15080,Piping Insulation,4,22 07 19,Plumbing Piping Insulation,3
15080,Piping Insulation,4,23 07 19,HVAC Piping Insulation,3
15090,Mechanical Restoration and Retrofit,3,21 01 00,Operation and Maintenance of Fire Suppression,2
15090,Mechanical Restoration and Retrofit,3,22 01 00,Operation and Maintenance of Plumbing,2
15090,Mechanical Restoration and Retrofit,3,23 01 00,Operation and Maintenance of HVAC Systems,2
15100,BUILDING SERVICES PIPING,2,21 11 00,Facility Fire-Suppression Water-Service Piping,2
15100,BUILDING SERVICES PIPING,2,21 20 00,Fire-Extinguishing Systems,3
15100,BUILDING SERVICES PIPING,2,22 11 00,Facility Water Distribution,2
15100,BUILDING SERVICES PIPING,2,22 13 16,Sanitary Waste and Vent Piping,3
15100,BUILDING SERVICES PIPING,2,22 14 13,Facility Storm Drainage Piping,3
15100,BUILDING SERVICES PIPING,2,23 20 00,HVAC Piping and Pumps,2
15105,Pipes and Tubes,3,,See 15100 BUILDING SERVICES PIPING,
15110,Valves,3,21 05 23,General-Duty Valves for Water-Based Fire-Suppression Piping,3
15110,Valves,3,22 05 23,General-Duty Valves for Plumbing Piping,3
15110,Valves,3,23 05 23,General-Duty Valves for HVAC Piping,3
15120,Piping Specialties,3,21 05 19,Meters and Gages for Fire-Suppression Systems,3
15120,Piping Specialties,3,22 05 19,Meters and Gages for Plumbing Piping,3
15120,Piping Specialties,3,23 05 19,Meters and Gages for HVAC Piping,3
15130,Pumps,3,23 21 23,Hydronic Pumps,3
15140,Disinfecting Potable Water Piping,4,22 11 13,Facility Water Distribution Piping,3
15140,Domestic Water Piping,3,22 11 16,Domestic Water Piping,3
15140,Non-Potable Water Piping,4,22 11 13,Facility Water Distribution Piping,3
15140,Potable Water Piping,4,22 11 13,Facility Water Distribution Piping,3
15150,Interceptors,4,22 13 23,Sanitary Waste Interceptors,3
15150,Sanitary Piping,4,22 13 16,Sanitary Waste and Vent Piping,3
15150,Sanitary Piping Separators,4,22 13 26,Sanitary Waste Separators,3
15150,Sanitary Waste and Vent Piping,3,22 13 16,Sanitary Waste and Vent Piping,3
15160,Retrofit Roof Drains,4,22 14 26.13,Roof Drains,4
15160,Roof Drain Specialties,4,22 14 26.13,Roof Drains,4
15160,Roof Drains,4,22 14 26.13,Roof Drains,4
15160,Storm Drainage,3,22 14 00,Facility Storm Drainage,2
15160,Storm Drainage Piping,4,22 14 13,Facility Storm Drainage Piping,3
15170,Reflecting Pool and Fountain Piping,4,22 52 13,Fountain Piping,3
15170,Reflecting Pool and Fountain Specialties,4,22 52 00,Fountain Plumbing Systems,2
15170,Swimming Pool and Fountain Piping,3,22 50 00,Pool and Fountain Plumbing Systems,2
15170,Swimming Pool Piping,4,22 51 13,Swimming Pool Piping,3
15170,Swimming Pool Specialties,4,22 51 00,Swimming Pool Plumbing Systems,2
15180,Condensate Drain Piping,4,23 22 13,Steam and Condensate Heating Piping,3
15180,Heating and Cooling Piping,3,23 20 00,HVAC Piping and Pumps,2
15180,Heating and Cooling Pumps,4,23 21 23,Hydronic Pumps,3
15180,Hydronic Piping,4,23 21 13,Hydronic Piping,3
15180,Refrigerant Piping,4,23 23 00,Refrigerant Piping,2
15180,Steam and Condensate Piping,4,23 22 13,Steam and Condensate Heating Piping,3
15180,Steam Condensate Pumps,4,23 22 23,Steam Condensate Pumps,3
15180,Water Treatment Equipment,4,23 25 00,HVAC Water Treatment,2
15190,Fuel Oil Piping,4,23 11 13,Facility Fuel-Oil Piping,3
15190,Fuel Oil Pumps,4,23 12 13,Facility Fuel-Oil Pumps,3
15190,Fuel Oil Specialties,4,23 11 13,Facility Fuel-Oil Piping,3
15190,Fuel Piping,3,23 11 00,Facility Fuel Piping,2
15190,Liquid Petroleum Gas Piping,4,23 11 26,Facility Liquefied-Petroleum Gas Piping,3
15190,Natural Gas and Liquid Petroleum Gas Specialties,4,23 10 00,Facility Fuel Systems,2
15190,Natural Gas Piping,4,23 11 23,Facility Natural-Gas Piping,3
15200,PROCESS PIPING,2,40 10 00,Gas and Vapor Process Piping,2
15200,PROCESS PIPING,2,40 20 00,Liquids Process Piping,
15210,Air Compressors,4,22 15 19,General Service Packaged Air Compressors and Receivers,3
15210,Air Compressors,4,22 61 19,Compressed-Air Equipment for Laboratory and Healthcare Facilities,3
15210,Compressed-Air Piping,4,22 15 13,General Service Compressed-Air Piping,3
15210,Compressed-Air Piping,4,22 61 13,Compressed-Air Piping for Laboratory and Healthcare Facilities,3
15210,Compressed-Air Piping,4,40 12 00,Compressed Air Process Piping,2
15210,Gas Equipment,4,22 63 00,Gas Systems for Laboratory and Healthcare Facilities,2
15210,Gas Piping,4,22 63 13,Gas Piping for Laboratory and Healthcare Facilities,3
15210,Gas Piping,4,40 10 00,Gas and Vapor Process Piping,2
15210,Helium Piping,4,40 13 19,Helium Process Piping,3
15210,Nitrogen Piping,4,22 63 13,Gas Piping for Laboratory and Healthcare Facilities,3
15210,Nitrogen Piping,4,40 13 29,Nitrogen Process Piping,3
15210,Nitrous Oxide Gas Piping,4,22 63 13,Gas Piping for Laboratory and Healthcare Facilities,3
15210,Nitrous Oxide Gas Piping,4,40 16 36,Nitrous-Oxide Gas Process Piping,3
15210,Oxygen Gas Piping,4,22 63 13,Gas Piping for Laboratory and Healthcare Facilities,3
15210,Process Air and Gas Piping,3,22 60 00,Gas and Vacuum Systems for Laboratory and Healthcare Facilities,2
15210,Vacuum Piping,4,22 62 13,Vacuum Piping for Laboratory and Healthcare Facilities,3
15210,Vacuum Piping,4,40 18 00,Vacuum Systems Process Piping,2
15210,Vacuum Pumps,4,22 62 19,Vacuum Equipment for Laboratory and Healthcare Facilities,3
15220,Deionized Water Piping,4,22 67 13.19,Deionized-Water Piping,4
15220,Deionized Water Piping,4,40 23 13,Deionized Water Process Piping,3
15220,Distilled Water Piping,4,22 67 13.13,Distilled-Water Piping,4
15220,Distilled Water Piping,4,40 23 16,Distilled-Water Process Piping,3
15220,Laboratory Acid Waste and Vent Piping,4,22 66 00,Chemical-Waste Systems for Laboratory and Healthcare Facilities,2
15220,Process Piping Interceptors,4,22 67 00,Processed Water Systems for Laboratory and Healthcare Facilities,2
15220,Process Water and Waste Piping,3,22 67 13,Processed Water Piping for Laboratory and Healthcare Facilities,3
15220,Process Water and Waste Piping,3,40 23 00,Water Process Piping,2
15220,Reverse-Osmosis Water Piping,4,22 67 13.16,Reverse-Osmosis Water Piping,4
15220,Reverse-Osmosis Water Piping,4,40 23 33,Reverse-Osmosis Water Process Piping,3
15230,Dry Product Piping,4,40 32 00,Bulk Materials Piping and Chutes,2
15230,Fluid Product Piping,4,40 20 00,Liquids Process Piping,2
15230,Industrial Process Piping,3,40 10 00,Gas and Vapor Process Piping,2
15230,Industrial Process Piping,3,40 20 00,Liquids Process Piping,2
15300,FIRE PROTECTION PIPING,2,21 11 00,Facility Fire-Suppression Water-Service Piping,2
15400,PLUMBING FIXTURES AND EQUIPMENT,2,22 30 00,Plumbing Equipment,2
15400,PLUMBING FIXTURES AND EQUIPMENT,2,22 40 00,Plumbing Fixtures,2
15410,Plumbing Fixtures,3,22 40 00,Plumbing Fixtures,2
15440,Base-Mounted Pumps,4,,See 15410 Plumbing Pumps,
15440,Compact Circulators,4,22 11 23,Domestic Water Pumps,3
15440,Inline Pumps,4,22 11 23,Domestic Water Pumps,3
15440,Packaged Booster Pumping Station,4,22 11 23,Domestic Water Pumps,3
15440,Plumbing Pumps,3,22 11 23,Domestic Water Pumps,3
15440,Plumbing Pumps,3,22 13 29,Sanitary Sewerage Pumps,3
15440,Plumbing Pumps,3,22 14 29,Sump Pumps,3
15440,Plumbing Pumps,3,22 51 16,Swimming Pool Pumps,3
15440,Plumbing Pumps,3,22 52 16,Fountain Pumps,3
15440,Sewage Ejectors,4,22 13 29,Sanitary Sewerage Pumps,3
15440,Sump Pumps,4,22 14 29,Sump Pumps,3
15450,Potable Water Storage Tanks,3,22 12 00,Facility Potable-Water Storage Tanks,2
15460,Domestic Water Conditioning Equipment,3,22 31 00,Domestic Water Softeners,2
15460,Water Conditioners,4,22 31 00,Domestic Water Softeners,2
15460,Water Softeners,4,22 31 00,Domestic Water Softeners,2
15470,Disposable Filters,4,22 32 00,Domestic Water Filtration Equipment,2
15470,Domestic Water Filtrating Equipment,3,22 32 00,Domestic Water Filtration Equipment,2
15470,Rechargeable Filters,4,22 32 00,Domestic Water Filtration Equipment,2
15480,Domestic Water Heat Exchangers,4,22 35 00,Domestic Water Heat Exchangers,2
15480,Domestic Water Heaters,3,22 33 00,Electric Domestic Water Heaters,2
15480,Domestic Water Heaters,3,22 34 00,Fuel-Fired Domestic Water Heaters,2
15480,Packaged Domestic Water Heaters,4,22 30 00,Plumbing Equipment,2
15490,Fountain Equipment,4,22 50 00,Pool and Fountain Plumbing Systems,2
15490,Pool and Fountain Equipment,3,22 50 00,Pool and Fountain Plumbing Systems,2
15490,Reflecting Pool Equipment,4,22 50 00,Pool and Fountain Plumbing Systems,2
15490,Swimming Pool Equipment,4,22 50 00,Pool and Fountain Plumbing Systems,2
15500,HEAT-GENERATION EQUIPMENT,2,23 50 00,Central Heating Equipment,2
15510,Cast-Iron Boilers,4,23 52 23,Cast-Iron Boilers,3
15510,Condensing Boilers,4,23 52 16,Condensing Boilers,3
15510,Finned Water-Tube Boilers,4,23 52 33.13,Finned Water-Tube Boilers,4
15510,Firebox Heating Boilers,4,23 52 00,Heating Boilers,2
15510,Flexible Water-Tube Boilers,4,23 52 33,Water-Tube Boilers,3
15510,Heating Boilers and Accessories,3,23 52 00,Heating Boilers,2
15510,Pulse Combustion Boilers,4,23 52 19,Pulse Combustion Boilers,3
15510,Scotch Marine Boilers,4,23 52 39.13,Scotch Marine Boilers,4
15510,Steel Water-Tube Boilers,4,23 52 33.16,Steel Water-Tube Boilers,4
15520,Boiler Feedwater Pumps,4,23 53 13,Boiler Feedwater Pumps,3
15520,Deaerators,4,23 53 16,Deaerators,3
15520,Feedwater Equipment,3,23 53 00,Heating Boiler Feedwater Equipment,2
15520,Packaged Deaerator and Feedwater Equipment,4,23 53 00,Heating Boiler Feedwater Equipment,2
15530,Electric-Resistance Furnaces,4,23 54 13,Electric-Resistance Furnaces,3
15530,Fuel-Fired Furnaces,4,23 54 16,Fuel-Fired Furnaces,3
15530,Furnaces,3,23 54 00,Furnaces,2
15540,Fuel-Fired Duct Heaters,4,23 55 13,Fuel-Fired Duct Heaters,3
15540,Fuel-Fired Duct Heaters,4,23 55 13.13,Oil-Fired Duct Heaters,4
15540,Fuel-Fired Duct Heaters,4,23 55 13.16,Gas-Fired Duct Heaters,4
15540,Fuel-Fired Heaters,3,23 55 00,Fuel-Fired Heaters,2
15540,Fuel-Fired Radiant Heaters,4,23 55 23,Gas-Fired Radiant Heaters,3
15540,Fuel-Fired Unit Heaters,4,23 55 33,Fuel-Fired Unit Heaters,3
15540,Fuel-Fired Unit Heaters,4,23 55 33.13,Oil-Fired Unit Heaters,4
15540,Fuel-Fired Unit Heaters,4,23 55 33.16,Gas-Fired Unit Heaters,4
15550,"Breechings, Chimneys, and Stacks",3,23 51 00,"Breechings, Chimneys, and Stacks",2
15550,Draft Control Devices,4,23 51 13,Draft Control Devices,3
15550,Fabricated Breechings and Accessories,4,23 51 16,Fabricated Breechings and Accessories,3
15550,Fabricated Stacks,4,23 51 19,Fabricated Stacks,3
15550,Gas Vents,4,23 51 23,Gas Vents,3
15550,Insulated Sectional Chimneys,4,23 51 33,Insulated Sectional Chimneys,3
15600,REFRIGERATION EQUIPMENT,2,23 60 00,Central Cooling Equipment,2
15610,Centrifugal Refrigerant Compressors,4,23 61 13,Centrifugal Refrigerant Compressors,3
15610,Reciprocating Refrigerant Compressors,4,23 61 16,Reciprocating Refrigerant Compressors,3
15610,Refrigeration Compressors,3,23 61 00,Refrigerant Compressors,2
15610,Rotary-Screw Refrigerant Compressors,4,23 61 23,Rotary-Screw Refrigerant Compressors,3
15620,Absorption Water Chillers,4,23 64 13,Absorption Water Chillers,3
15620,Centrifugal Water Chillers,4,23 64 16,Centrifugal Water Chillers,3
15620,Packaged Water Chillers,3,23 64 00,Packaged Water Chillers,2
15620,Reciprocating Water Chillers,4,23 64 19,Reciprocating Water Chillers,3
15620,Rotary-Screw Water Chillers,4,23 64 26,Rotary-Screw Water Chillers,3
15630,Refrigerant Monitoring Systems,3,28 35 00,Refrigerant Detection and Alarm,2
15640,Mechanical-Draft Cooling Towers,4,23 65 13,Forced-Draft Cooling Towers,3
15640,Natural-Draft Cooling Towers,4,23 65 16,Natural-Draft Cooling Towers,3
15640,Packaged Cooling Towers,3,23 65 00,Cooling Towers,2
15650,Field-Erected Cooling Towers,3,23 65 23,Field-Erected Cooling Towers,3
15660,Liquid Coolers and Evaporative Condensers,3,23 65 33,Liquid Coolers,3
15660,Liquid Coolers and Evaporative Condensers,3,23 76 00,Evaporative Air-Cooling Equipment,2
15670,Packaged Refrigerant Condensing Coils and Fan Units,4,23 63 00,Refrigerant Condensers,2
15670,Refrigerant Condensing Coils,4,23 63 00,Refrigerant Condensers,2
15670,Refrigerant Condensing Units,3,23 63 00,Refrigerant Condensers,2
15700,"HEATING, VENTILATING, AND AIR CONDITIONING EQUIPMENT",2,23 50 00,Central Heating Equipment,2
